genome	completeness	contamination	quality	5S_rRNA	SSU_rRNA	LSU_rRNA	tRNA	MIMAG_quality	GC	N50	size	gtdb.tax	ncbi.tax	LDA.group	LDA.score	LDA.p	AMO	HAO	NXR	NAP	NAR	NAS	NIR	PPK1	PPK2	PPX	protein.num	Cd_O_coverM	Ni_O_coverM	Cr_O_coverM	Cd_L_1_coverM	Cd_L_2_coverM	Cd_L_3_coverM	Cd_M_1_coverM	Cd_M_2_coverM	Cd_M_3_coverM	Cd_H_1_coverM	Cd_H_2_coverM	Cd_H_3_coverM	Ni_L_1_coverM	Ni_L_2_coverM	Ni_L_3_coverM	Ni_M_1_coverM	Ni_M_2_coverM	Ni_M_3_coverM	Ni_H_1_coverM	Ni_H_2_coverM	Ni_H_3_coverM	Cr_L_1_coverM	Cr_L_2_coverM	Cr_L_3_coverM	Cr_M_1_coverM	Cr_M_2_coverM	Cr_M_3_coverM	Cr_H_1_coverM	Cr_H_2_coverM	Cr_H_3_coverM	CK_1_coverM	CK_2_coverM	CK_3_coverM	s6_coverM	s14_coverM	s15_coverM	s26_coverM	Cd_O	Ni_O	Cr_O	Cd_L_1	Cd_L_2	Cd_L_3	Cd_M_1	Cd_M_2	Cd_M_3	Cd_H_1	Cd_H_2	Cd_H_3	Ni_L_1	Ni_L_2	Ni_L_3	Ni_M_1	Ni_M_2	Ni_M_3	Ni_H_1	Ni_H_2	Ni_H_3	Cr_L_1	Cr_L_2	Cr_L_3	Cr_M_1	Cr_M_2	Cr_M_3	Cr_H_1	Cr_H_2	Cr_H_3	CK_1	CK_2	CK_3	s6	s14	s15	s26
MAG-331	99.52	0.753	95.755	Present	Absent	Absent	20	Medium	0.355	536710	4598233	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__B-17BO;g__UBA2475;s__	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__;f__;g__;s__	Ni	3.219041148	2.40E-05	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	0	0.019684218	0.052556645	0.08559687	0.1196253	0.10913131	0.120523766	0.002528348	0.002243275	0.002558673	8.62E-04	7.09E-04	7.20E-04	0.28821197	0.32116124	0.36272195	0.35306147	0.27280912	0.2897062	0.07542881	0.08950807	0.07717413	4.67E-04	5.55E-04	6.48E-04	6.30E-04	4.15E-04	4.17E-04	3.10E-04	2.41E-04	1.71E-04	0.027425397	0.24761671	0.14835027	0.002894154	0.007803405	0.23287944	0.024120955	0.844707	2.453634	3.548438	3.860693	3.556867	4.240741	0.083421	0.079999	0.096797	0.042646	0.03185	0.03323	8.659222	10.179809	11.043839	11.121893	9.746855	10.146629	2.423946	2.943559	2.439507	0.016087	0.0215	0.031511	0.020158	0.008815	0.008163	0.010458	0.009953	0.006421	1.429167	8.790645	4.403388	0.093542	0.256558	7.171248	0.943754
MAG-332	99.52	1.547	91.785	Present	Absent	Absent	20	Medium	0.347	390804	4515664	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__B-17BO;g__UBA2475;s__	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__;f__;g__;s__	Cr	3.165058353	9.97E-06	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	0	0.011432235	0.033313584	0.009885962	7.24E-04	6.03E-04	7.36E-04	7.05E-04	5.66E-04	5.71E-04	7.44E-04	6.86E-04	7.32E-04	5.45E-04	6.41E-04	7.38E-04	0.001512833	0.001067507	0.001222802	2.31E-04	3.50E-04	2.49E-04	0.21155247	0.17819159	0.17703365	0.3758266	0.3447004	0.33961287	0.03623556	0.024567354	0.01803545	0.076075956	0.001445201	0.001846437	0.22507659	4.79E-04	0.001355649	3.32E-04	0.485823	1.608458	0.396851	0.009681	0.010622	0.016509	0.009996	0.00967	0.014365	0.015653	0.013438	0.015012	0.005722	0.004569	0.006234	0.025831	0.018764	0.014323	0.005696	0.01031	0.007314	7.222187	6.706016	6.636123	11.802858	11.437261	10.999457	1.066643	0.795884	0.587031	4.302572	0.045209	0.050057	7.42731	0.011754	0.027652	0.013756
MAG-333	98.57	0.952	93.81	Present	Absent	Absent	20	Medium	0.367	83640	3771250	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__B-17BO;g__;s__	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__;f__;g__;s__	Cd	3.033661884	2.76E-06	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	0	0.005076775	0.001808126	0.006855039	0.008449636	0.007193404	0.007688525	0.25750843	0.23084995	0.2386151	0.20821802	0.19351658	0.20500071	0.001899692	0.002149814	0.002400476	3.87E-04	3.98E-04	4.03E-04	1.54E-04	2.34E-04	1.75E-04	1.66E-04	0	0	2.68E-04	0	0	1.56E-04	0	0	0.009500105	0.003212352	0.002712526	1.67E-04	0.12139256	7.48E-04	0.03555874	0.231629	0.086884	0.297137	0.290422	0.266861	0.293022	7.786556	7.315086	7.862104	7.557205	7.345057	7.669601	0.057896	0.079947	0.076652	0.0101	0.011129	0.017226	0.003559	0.003498	0.007041	0	0	0	0	0	0	0	0	0	0.52329	0.132686	0.081032	0.002509	3.852674	0.026515	1.480026
MAG-334	86.88	2.793	72.915	Present	Present	Present	20	Medium	0.325	6454	3691863	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__B-17BO;g__UBA4416;s__	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__;f__;g__;s__	-	-	-	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	0	0.005461142	0.016507827	0.003196533	0.001447027	0.001316658	0.001502801	0.001103161	8.39E-04	7.26E-04	3.57E-04	3.03E-04	3.21E-04	1.85E-04	2.81E-04	2.38E-04	8.92E-04	5.77E-04	6.72E-04	6.15E-04	5.32E-04	6.02E-04	0.005082909	0.014519863	0.014581571	0.002659105	0.002109122	0.002022237	0.19464763	0.12954903	0.09309601	0.005448707	6.09E-04	8.90E-04	0.010125412	3.20E-04	6.67E-04	8.05E-04	0.210813	0.831627	0.108205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126625	0.497536	0.489545	0	0	0	5.975074	4.317859	3.179316	0.262077	0	0	0.321342	0	0	0
MAG-335	85.79	1.23	79.64	Present	Present	Present	16	Medium	0.398	10163	3164801	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__;g__;s__	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__;f__;g__;s__	CK	2.961818427	3.57E-05	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Present	0	0.16079983	0.1671895	0.01659599	0.12505245	0.11213586	0.11736646	0.018027302	0.014326821	0.015369988	0.004670654	0.004636116	0.004791955	0.006539744	0.007490061	0.008457869	0.1153607	0.064581394	0.06784969	0.010997106	0.011253736	0.00996339	0.001123124	0.001219469	0.001096253	8.08E-04	6.29E-04	7.02E-04	6.42E-04	5.43E-04	5.45E-04	0.09340146	0.144931	0.09202171	0.001238334	0.048370577	0.020048942	0.027114045	7.085645	7.985575	0.610313	4.333086	3.928227	4.261159	0.537412	0.43856	0.492583	0.061745	0.045417	0.052735	0.155982	0.169246	0.203657	3.860838	2.452764	2.471361	0.307836	0.338296	0.285612	0	0	0	0	0	0	0	0	0	5.07891	5.31762	2.930195	0	1.560527	0.578671	1.051112
MAG-336	83.95	1.931	74.295	Absent	Absent	Absent	16	Medium	0.328	5625	2740350	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__2-12-FULL-35-15;g__;s__	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__;f__;g__;s__	-	-	-	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	0	1.99E-04	3.00E-04	2.52E-04	4.60E-04	5.16E-04	5.00E-04	3.00E-04	2.58E-04	2.27E-04	1.31E-04	0	0	3.17E-04	3.02E-04	4.97E-04	6.93E-04	4.12E-04	5.55E-04	2.49E-04	2.70E-04	2.89E-04	0.014705292	0.002071968	0.002258252	0.14071415	0.09334838	0.089444734	0.0789808	0.05528508	0.041228037	4.19E-04	8.19E-04	0.001882934	0.001125156	1.98E-04	5.00E-04	3.45E-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.504743	0	0	4.730107	3.2583465	3.053016	2.419504	1.890185	1.421759	0	0	0	0	0	0	0
MAG-337	98.09	3.121	82.485	Absent	Present	Absent	20	Medium	0.372	43053	3492444	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__2-12-FULL-35-15;g__;s__	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__;f__;g__;s__	-	-	-	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Present	0	0.016393121	0.026218379	0.01867809	0.07844944	0.07188206	0.07682317	0.015616919	0.012218826	0.012152866	0.001224378	0.001019704	0.001157699	0.002641819	0.002664441	0.002752397	0.031718247	0.020343902	0.019959854	0.001167364	0.001153074	8.95E-04	0.049682193	0.20067063	0.19167101	0.003562477	0.002937147	0.002764259	0.001022326	8.48E-04	6.86E-04	0.018467858	0.05118514	0.016649	5.61E-04	0.008022749	0.091671735	6.84E-04	0.700638	1.236065	0.753599	2.705801	2.582286	2.766408	0.517973	0.430928	0.426767	0.021278	0.016241	0.015895	0.065154	0.065287	0.074122	1.001308	0.720916	0.674653	0.016776	0.007945	0.01263	1.693402	7.6484025	7.014901	0.080988	0.064058	0.067552	0.010258	0	0	0.990373	1.882881	0.498698	0	0.256653	2.812964	0.018819
MAG-338	88.54	0.986	83.61	Absent	Absent	Absent	18	Medium	0.377	3430	3272034	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__;s__	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Crocinitomicaceae;g__;s__	-	-	-	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	0	2.96E-04	3.30E-04	5.27E-04	0.002769164	0.002546442	0.002800606	0.007470166	0.005778865	0.005284451	0	0	0	0	0	0	0	0	0	0	0	0	0.24501264	0.002288075	0.002369933	0.021256128	0.018350428	0.018216165	1.31E-04	1.20E-04	0	8.51E-04	0.004366835	0.060959745	0	0.029524079	4.73E-04	0.04832999	0	0	0	0	0	0	0.19005	0.119198	0.080495	0	0	0	0	0	0	0	0	0	0	0	0	9.256975	0	0	0.687702	0.627617	0.611367	0	0	0	0	0	2.023884	0	0.955168	0	2.058345
MAG-339	88.91	3.594	70.94	Present	Absent	Absent	19	Medium	0.358	5892	4008306	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium gambrini	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Chryseobacterium;s__Chryseobacterium gambrini	-	-	-	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	5	0.012879056	0.008816491	0.002833567	0.001639004	0.002322263	0.002471233	0.012638136	0.010303816	0.010221138	0.15735677	0.1383735	0.1481037	9.69E-05	7.26E-05	1.19E-04	4.12E-04	0.001490256	0.001556929	0.001348717	0.001521052	0.001395225	0.00128436	0.002088091	0.002012432	0.002380764	0.001387649	0.001557299	7.96E-04	5.33E-04	4.69E-04	0.012072861	0.00312503	0.015905851	0.004124047	0.002196077	2.79E-04	4.37E-04	0.563342	0.411048	0.071212	0	0	0	0.371236	0.31947	0.315626	6.144682	5.550198	5.966694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.619363	0.084125	0.530514	0.125581	0	0	0
MAG-340	95.75	0.117	95.165	Present	Present	Present	20	High	0.379	288169	3971836	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium lindanitolerans	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium lindanitolerans	-	-	-	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	58	8.18E-04	0.001051663	7.66E-04	0.001052239	8.44E-04	9.45E-04	4.44E-04	2.58E-04	3.44E-04	6.54E-04	5.90E-04	6.54E-04	6.10E-04	6.28E-04	6.55E-04	0.006138262	0.005024118	0.005110536	3.9232295	3.9627929	3.4104624	0.006279664	0.003052457	0.003069176	0.007070628	0.004926561	0.005305323	0.024077285	0.018032089	0.016034473	0.001119575	5.03E-04	3.98E-04	0.004402595	0.001303399	0.009835783	1.96E-04	0.011468	0.016268	0.004414	0.012093	0.005483	0.009713	0.005232	0.004919	0.002496	0.010414	0.011608	0.012646	0.014633	0.01611	0.014853	0.100836	0.115769	0.094619	126.644964	133.444312	110.429759	0.01906	0.032959	0.027389	0.033269	0.033814	0.032774	0.396291	0.306739	0.240658	0.016015	0.006233	0.007623	0.118816	0.014229	0.299887	0.003157
MAG-341	98.61	0.176	97.73	Present	Absent	Present	20	Medium	0.351	97423	3227930	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	-	-	-	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	3	0.29542774	0.4593564	0.09211849	0.067108296	0.05947703	0.06389604	0.16704789	0.110313855	0.11220138	2.99E-04	3.46E-04	3.45E-04	0.028615752	0.029536968	0.03301818	3.7223485	2.4993804	2.5949254	0.001922008	0.001573751	0.001194936	0.013100665	0.014481545	0.01451089	0.008262735	0.00536317	0.005471448	8.11E-05	1.23E-04	0	0.09832727	0.010012588	3.68E-04	0.00596077	0.33790615	0.043462563	0.008693744	12.956382	21.850889	3.843379	2.219654	2.107511	2.197273	5.02265	3.613218	3.826463	0.009644	0.013838	0.010507	0.894194	0.967992	1.040936	120.359959	92.889258	92.571524	0.059496	0.044844	0.034083	0.471422	0.541484	0.55461	0.268992	0.180347	0.180934	0.003982	0	0	5.427974	0.370187	0.012687	0.208472	10.64989	1.36394	0.354077
MAG-342	98.19	0.595	95.215	Present	Absent	Absent	20	Medium	0.455	398212	4214678	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__ELB16-189;s__	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__	Cd	3.262537011	2.37E-05	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	10	0.002748907	0.002884889	0.001839649	0.0059665	0.005937696	0.006557571	0.023132632	0.014117991	0.01351857	0.73732185	0.7484755	0.78525716	0.006142692	0.006733323	0.007192253	0.004136865	0.002178906	0.002414221	0.001504041	0.00182164	0.001540008	0.001385287	0.0010198	9.45E-04	9.84E-04	8.53E-04	8.52E-04	6.55E-04	4.42E-04	3.59E-04	0.00359021	0.012123573	0.04885534	0.001040747	0.008402966	0.006344055	0.041552115	0.102703	0.110983	0.052263	0.194879	0.215939	0.228254	0.687134	0.466502	0.463228	27.103939	29.02863	30.643128	0.175402	0.196846	0.206533	0.054122	0.054168	0.051927	0.02924	0.046699	0.032546	0.044736	0.035066	0.035001	0.034302	0.023204	0.025279	0.017967	0.018679	0.016884	0.179583	0.447358	1.496081	0.025407	0.268134	0.163234	1.697452
MAG-343	100	1.398	93.01	Present	Absent	Absent	20	Medium	0.404	399659	4738349	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__ELB16-189;s__	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__	Ni	2.686545851	4.30E-04	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	6	0.048464347	0.06576377	0.03740958	0.012270045	0.012295083	0.01228678	0.008069851	0.005584178	0.00559132	0.03479669	0.034377754	0.036952697	0.18416156	0.20691006	0.23132202	0.013494861	0.00791565	0.008139337	0.005017949	0.005036173	0.0044142	0.001772703	0.001148057	0.001089348	0.001474754	0.001298501	0.001288953	8.87E-04	6.66E-04	7.88E-04	0.018344348	0.00525277	9.97E-04	7.83E-04	0.004249353	0.13615952	7.53E-04	2.104143	3.009791	1.601541	0.395761	0.409899	0.397519	0.237969	0.17341	0.179547	1.091112	1.157421	1.190061	5.567833	6.628034	7.181784	0.429688	0.270408	0.302431	0.15799	0.153275	0.111865	0.038091	0.046203	0.04035	0.029842	0.025397	0.023523	0.020181	0.017932	0.014311	0.996519	0.15821	0.027707	0.031063	0.122636	4.30309	0.035438
MAG-344	94.64	5.813	65.575	Present	Present	Absent	18	Medium	0.423	6582	4202504	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__ELB16-189;s__	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__	-	-	-	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	10	0.4041092	0.31813803	0.3189742	0.46862578	0.45632046	0.48236468	0.85611814	0.5634332	0.5721016	1.8232058	1.8551837	1.9614636	0.9471277	1.047808	1.170244	2.9435866	1.6670238	1.6971813	1.1190394	1.141602	1.0006613	0.5192095	0.2784625	0.26913017	0.53529066	0.42762697	0.4211446	0.2487195	0.18912786	0.1790872	0.5463625	0.691852	0.2737435	0.11627388	0.48779055	2.1190403	0.20750235	19.034077	16.229261	14.363429	16.872393	17.064773	18.197584	27.947473	19.252738	20.287864	74.177611	77.757444	83.5324	30.301994	35.559351	38.106886	98.929986	64.536956	62.874095	37.890171	39.77127	33.762555	20.431574	11.964531	11.213152	19.574728	16.01997	15.743724	8.239298	6.993335	6.525659	32.901279	26.745874	8.857969	4.271017	16.227235	69.318751	8.843113
MAG-345	98.51	1.19	92.56	Absent	Present	Absent	20	Medium	0.508	434785	3738856	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__ELB16-189;s__	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__	Cd	2.99896756	1.39E-04	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	2	0.001108768	0.001357514	9.70E-04	8.03E-04	7.72E-04	8.70E-04	0.001544517	0.001180513	0.001142861	0.40141904	0.37334082	0.3827313	0.002383399	0.002596586	0.002984974	0.007966196	0.004830467	0.004598015	0.001489807	0.001670586	0.001515451	2.85E-04	2.64E-04	2.80E-04	2.41E-04	0	2.08E-04	1.99E-04	0	0	0.001354996	0.00106515	0.015750237	3.31E-04	8.20E-04	0.00387503	0.009931534	0.021584	0.010989	0.026375	0.013385	0.030204	0.017739	0.037329	0.020634	0.019878	14.999862	14.842416	14.885761	0.022614	0.039751	0.02792	0.24761	0.161184	0.1494	0.032156	0.032677	0.039158	0.007059	0.006165	0.012726	0.009811	0.004542	0.008158	0.005902	0.003893	0.005417	0.026396	0.030637	0.516434	0.007749	0.035021	0.090484	0.404493
MAG-346	80.93	4.831	56.775	Present	Present	Present	17	Medium	0.491	16106	3238775	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__ELB16-189;s__	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__	Ni	3.554300316	3.59E-05	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	3	0.005503459	0.009489629	0.006172013	0.015559165	0.014559583	0.015370383	0.17427006	0.11193228	0.114483505	1.0585673	1.0267676	1.077203	0.13083929	0.14389445	0.15422527	1.0399655	0.6149115	0.6170814	0.40838456	0.43067387	0.39485508	0.003145047	0.002713394	0.002776565	0.002353611	0.001550055	0.001753484	0.001441522	0.00122813	0.001215242	0.012709578	0.09696465	0.8727164	0.002527549	0.023531152	0.7084816	0.3786304	0.106676	0.285145	0.137455	0.421817	0.398701	0.412085	5.499657	3.730865	3.980482	42.836715	43.182759	45.429954	3.921868	4.628915	4.797138	36.491916	24.108768	23.921596	14.137494	15.674643	13.722777	0	0	0	0	0	0	0	0	0	0.456421	3.726971	28.800605	0	0.623589	24.048643	16.507833
MAG-347	99.18	0.546	96.45	Absent	Present	Absent	18	Medium	0.546	68964	3976415	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__ELB16-189;s__	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__	Ni	3.753322154	9.76E-06	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	2	0.24809586	0.41718563	0.23276691	0.15034339	0.14365716	0.14804748	0.13576894	0.08600239	0.08699653	0.12114052	0.12440533	0.12605672	1.8337108	1.9913727	2.1087852	0.4268238	0.23557813	0.22941527	0.22665422	0.22516839	0.21106668	0.00509814	0.01082816	0.010500995	0.003235621	0.002254597	0.002398042	8.79E-04	7.99E-04	7.73E-04	0.3970315	0.15429135	0.023328647	0.061445683	0.099023454	0.7595063	0.055397503	10.99135	20.310397	9.902229	5.04296	5.001438	5.231612	4.214145	2.809989	2.917927	4.299887	4.52466	4.644392	57.573005	65.870311	67.706243	14.051618	8.875612	8.410475	7.603942	7.842805	6.961267	0.183858	0.430238	0.41379	0.108284	0.072157	0.079281	0.022678	0.014192	0.015562	22.273209	5.700798	0.757998	2.083448	3.168189	24.420862	2.268587
MAG-348	96.13	0.892	91.67	Present	Absent	Absent	20	Medium	0.511	472471	4016998	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__ELB16-189;s__	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__	Cd	3.717321089	4.36E-06	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	3	0.25560606	0.27080464	0.25770903	0.22839592	0.21599446	0.22202604	0.59153837	0.3543017	0.365274	1.6049378	1.563397	1.6059229	0.06479963	0.07019795	0.07546663	0.004544585	0.004021929	0.004098647	0.006976304	0.00317101	0.002908514	7.47E-04	0.001615209	0.001487292	5.67E-04	2.27E-04	2.42E-04	3.29E-04	1.22E-04	9.74E-05	0.37422282	0.16878675	0.006445951	0.019157106	0.20161854	0.010238649	0.04120377	10.843487	12.533327	10.670945	7.486822	7.320536	7.687792	17.486169	11.220327	11.704166	57.128175	58.482299	60.025799	1.992189	2.332136	2.411678	0.186671	0.171888	0.16098	0.235865	0.126034	0.10322	0.027904	0.065196	0.065887	0.016059	0.010327	0.00818	0.012142	0.003488	0.004143	20.306441	5.985663	0.23075	0.635291	6.149013	0.348858	1.642515
MAG-349	83.02	0.595	80.045	Absent	Absent	Absent	19	Medium	0.431	402212	4064958	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__	Cd	3.749290498	3.92E-06	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	23	0.050591983	0.06276374	0.043268006	0.066289246	0.063221544	0.065929875	0.23404935	0.17985515	0.18426836	2.1489973	2.15466	2.2822425	0.019620614	0.021421477	0.022855394	0.015070817	0.009953338	0.010813356	0.005492371	0.006195412	0.005341337	0.002479181	0.002437519	0.002261213	0.00174654	0.001333121	0.001407993	0.001019617	5.28E-04	3.72E-04	0.08109557	0.018401157	0.003170927	0.002669158	0.07679436	0.0136807	0.02122014	2.099003	2.853998	1.7301	2.142571	2.106913	2.193903	6.911812	5.750922	6.024272	77.809651	81.252869	86.580828	0.499947	0.600921	0.586791	0.200579	0.184721	0.187312	0.06753	0.083348	0.070952	0.064167	0.088979	0.068803	0.04068	0.034048	0.032006	0.027577	0.014209	0.009904	4.528626	0.627859	0.077635	0.076643	2.337704	0.210975	0.832433
MAG-350	98.49	0.297	97.005	Present	Absent	Absent	21	Medium	0.426	298679	4140907	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__UBA2336;s__UBA2336 sp002344065	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__	Cd	3.696448176	1.19E-04	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	7	0.67696756	0.8640686	0.5762237	0.22608142	0.23087429	0.24250329	0.35108206	0.27154735	0.2755522	1.5675529	1.5933677	1.6848357	0.4264799	0.46637222	0.5158854	0.30165577	0.21328287	0.22123098	0.07636889	0.08110943	0.070666954	0.002172417	0.003289831	0.003092775	0.002349723	0.001531825	0.001411525	0.001253328	8.58E-04	6.33E-04	0.58224946	0.10052662	0.06262395	0.03430198	0.16400188	0.53910017	0.020263182	28.80442	39.7684535	23.528027	7.066113	7.743571	8.355367	10.34629	8.6153865	8.969684	55.925527	59.411579	63.832671	12.918957	14.877898	15.905985	9.478981	7.865717	7.687676	2.443334	2.688566	2.267556	0.048286	0.093702	0.093529	0.048895	0.03429	0.059227	0.0388	0.023471	0.022462	31.381727	3.532336	1.841364	1.153985	4.947028	16.645205	0.807112
MAG-351	90.47	1.28	84.07	Present	Present	Present	20	High	0.453	446513	4186351	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__UBA2336;s__	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__	-	-	-	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	20	0.3116163	0.5637893	0.30006212	0.7853758	0.75837094	0.7900698	0.6947903	0.42882374	0.43629384	0.22897178	0.22912376	0.24208228	1.1174244	1.2324405	1.3528374	0.77529943	0.45000583	0.45791656	0.07286871	0.073831	0.0666379	1.365104	1.6586442	1.6095347	0.79182684	0.6586955	0.6455995	0.036322106	0.029672299	0.029050427	0.74813455	0.768151	0.3489003	2.2207534	0.5582045	0.8291607	3.0582347	13.178211	25.93393	12.141803	25.57686	25.957319	27.36431	20.895098	14.029498	14.357209	7.616074	8.248554	8.28355	33.939863	39.65231	42.091322	24.74473	16.515072	16.048302	2.374479	2.513745	2.176976	46.473484	62.268374	58.591268	24.950004	21.740807	21.211127	1.026473	0.964495	0.933986	40.185975	27.252808	10.457482	72.716928	17.300961	25.528352	119.431698
