Source	Target	shared name	Overlap_size	similarity_coefficient	link	Type
MAG-222	GO:0043546	0	0	0	1	MAG2Ontology
MAG-222	K00370	0	0	0	1	MAG2Ontology
MAG-222	K01999	0	0	0	1	MAG2Ontology
MAG-222	K15864	0	0	0	1	MAG2Ontology
MAG-222	K16090	0	0	0	1	MAG2Ontology
MAG-224	GO:0006807	0	0	0	1	MAG2Ontology
MAG-227	1MU1C	0	0	0	1	MAG2Ontology
MAG-227	1MVW2	0	0	0	1	MAG2Ontology
MAG-227	COG0605	0	0	0	1	MAG2Ontology
MAG-227	COG1104	0	0	0	1	MAG2Ontology
MAG-227	COG2885	0	0	0	1	MAG2Ontology
MAG-227	GO:0004784	0	0	0	1	MAG2Ontology
MAG-227	GO:0006801	0	0	0	1	MAG2Ontology
MAG-227	GO:0030170	0	0	0	1	MAG2Ontology
MAG-227	GO:0031071	0	0	0	1	MAG2Ontology
MAG-227	GO:0044571	0	0	0	1	MAG2Ontology
MAG-227	K03286	0	0	0	1	MAG2Ontology
MAG-227	K04487	0	0	0	1	MAG2Ontology
MAG-227	K04564	0	0	0	1	MAG2Ontology
MAG-230	1MU33	0	0	0	1	MAG2Ontology
MAG-230	1MU9K	0	0	0	5	MAG2Ontology
MAG-230	1MUQ2	0	0	0	1	MAG2Ontology
MAG-230	1MV0X	0	0	0	1	MAG2Ontology
MAG-230	1MVB9	0	0	0	1	MAG2Ontology
MAG-230	1MVW2	0	0	0	1	MAG2Ontology
MAG-230	COG0052	0	0	0	1	MAG2Ontology
MAG-230	COG0174	0	0	0	2	MAG2Ontology
MAG-230	COG0499	0	0	0	1	MAG2Ontology
MAG-230	COG0605	0	0	0	1	MAG2Ontology
MAG-230	COG0811	0	0	0	1	MAG2Ontology
MAG-230	COG1185	0	0	0	1	MAG2Ontology
MAG-230	COG1538	0	0	0	1	MAG2Ontology
MAG-230	COG1629	0	0	0	8	MAG2Ontology
MAG-230	COG4771	0	0	0	9	MAG2Ontology
MAG-230	COG4774	0	0	0	1	MAG2Ontology
MAG-230	GO:0003746	0	0	0	1	MAG2Ontology
MAG-230	GO:0004013	0	0	0	1	MAG2Ontology
MAG-230	GO:0004356	0	0	0	2	MAG2Ontology
MAG-230	GO:0004654	0	0	0	1	MAG2Ontology
MAG-230	GO:0004784	0	0	0	1	MAG2Ontology
MAG-230	GO:0005840	0	0	0	8	MAG2Ontology
MAG-230	GO:0006396	0	0	0	1	MAG2Ontology
MAG-230	GO:0006402	0	0	0	1	MAG2Ontology
MAG-230	GO:0006414	0	0	0	1	MAG2Ontology
MAG-230	GO:0006457	0	0	0	2	MAG2Ontology
MAG-230	GO:0006801	0	0	0	1	MAG2Ontology
MAG-230	GO:0006807	0	0	0	2	MAG2Ontology
MAG-230	GO:0008483	0	0	0	2	MAG2Ontology
MAG-230	GO:0015562	0	0	0	1	MAG2Ontology
MAG-230	GO:0015934	0	0	0	1	MAG2Ontology
MAG-230	GO:0015935	0	0	0	1	MAG2Ontology
MAG-230	GO:0019843	0	0	0	1	MAG2Ontology
MAG-230	GO:0030170	0	0	0	2	MAG2Ontology
MAG-230	GO:0051301	0	0	0	2	MAG2Ontology
MAG-230	GO:0051539	0	0	0	1	MAG2Ontology
MAG-230	K00962	0	0	0	1	MAG2Ontology
MAG-230	K01251	0	0	0	1	MAG2Ontology
MAG-230	K01915	0	0	0	2	MAG2Ontology
MAG-230	K02967	0	0	0	1	MAG2Ontology
MAG-230	K03561	0	0	0	1	MAG2Ontology
MAG-230	K03704	0	0	0	2	MAG2Ontology
MAG-230	K04564	0	0	0	1	MAG2Ontology
MAG-230	K16090	0	0	0	1	MAG2Ontology
MAG-231	1MVTD	0	0	0	1	MAG2Ontology
MAG-231	COG0090	0	0	0	1	MAG2Ontology
MAG-231	GO:0005840	0	0	0	1	MAG2Ontology
MAG-231	GO:0015934	0	0	0	1	MAG2Ontology
MAG-231	K02886	0	0	0	1	MAG2Ontology
MAG-234	COG0148	0	0	0	1	MAG2Ontology
MAG-234	GO:0000015	0	0	0	1	MAG2Ontology
MAG-234	GO:0004634	0	0	0	1	MAG2Ontology
MAG-234	K01689	0	0	0	1	MAG2Ontology
MAG-235	1MUEV	0	0	0	1	MAG2Ontology
MAG-235	2VH8R	0	0	0	1	MAG2Ontology
MAG-235	COG0148	0	0	0	1	MAG2Ontology
MAG-235	COG1028	0	0	0	1	MAG2Ontology
MAG-235	GO:0000015	0	0	0	1	MAG2Ontology
MAG-235	GO:0004634	0	0	0	1	MAG2Ontology
MAG-235	GO:0018454	0	0	0	1	MAG2Ontology
MAG-235	GO:0046912	0	0	0	1	MAG2Ontology
MAG-235	K00023	0	0	0	1	MAG2Ontology
MAG-235	K01689	0	0	0	1	MAG2Ontology
MAG-236	COG0148	0	0	0	1	MAG2Ontology
MAG-236	GO:0000015	0	0	0	1	MAG2Ontology
MAG-236	GO:0004634	0	0	0	1	MAG2Ontology
MAG-236	K01689	0	0	0	1	MAG2Ontology
MAG-237	1N3PN	0	0	0	1	MAG2Ontology
MAG-237	2VHSF	0	0	0	1	MAG2Ontology
MAG-237	COG2010	0	0	0	1	MAG2Ontology
MAG-237	GO:0009055	0	0	0	1	MAG2Ontology
MAG-237	GO:0020037	0	0	0	1	MAG2Ontology
MAG-237	K15864	0	0	0	1	MAG2Ontology
MAG-243	COG1629	0	0	0	1	MAG2Ontology
MAG-243	COG4771	0	0	0	1	MAG2Ontology
MAG-245	GO:0000162	0	0	0	1	MAG2Ontology
MAG-245	GO:0030170	0	0	0	1	MAG2Ontology
MAG-246	GO:0000162	0	0	0	1	MAG2Ontology
MAG-246	GO:0030170	0	0	0	1	MAG2Ontology
MAG-248	COG0459	0	0	0	1	MAG2Ontology
MAG-248	GO:0006457	0	0	0	1	MAG2Ontology
MAG-248	GO:0042026	0	0	0	1	MAG2Ontology
MAG-248	K04077	0	0	0	1	MAG2Ontology
MAG-285	GO:0005840	0	0	0	1	MAG2Ontology
MAG-285	GO:0020037	0	0	0	1	MAG2Ontology
MAG-285	K00370	0	0	0	1	MAG2Ontology
MAG-286	COG2010	0	0	0	1	MAG2Ontology
MAG-286	GO:0005840	0	0	0	1	MAG2Ontology
MAG-286	GO:0009055	0	0	0	1	MAG2Ontology
MAG-286	GO:0020037	0	0	0	1	MAG2Ontology
MAG-287	COG2010	0	0	0	1	MAG2Ontology
MAG-287	GO:0005840	0	0	0	1	MAG2Ontology
MAG-287	GO:0009055	0	0	0	1	MAG2Ontology
MAG-287	GO:0009228	0	0	0	1	MAG2Ontology
MAG-287	GO:0016625	0	0	0	1	MAG2Ontology
MAG-287	GO:0020037	0	0	0	2	MAG2Ontology
MAG-287	K00370	0	0	0	1	MAG2Ontology
MAG-288	GO:0016625	0	0	0	1	MAG2Ontology
MAG-289	GO:0009228	0	0	0	1	MAG2Ontology
MAG-289	GO:0016625	0	0	0	1	MAG2Ontology
MAG-289	K00370	0	0	0	1	MAG2Ontology
MAG-339	GO:0016639	0	0	0	1	MAG2Ontology
MAG-340	COG0050	0	0	0	1	MAG2Ontology
MAG-340	GO:0003746	0	0	0	1	MAG2Ontology
MAG-340	GO:0003924	0	0	0	1	MAG2Ontology
MAG-340	GO:0005509	0	0	0	1	MAG2Ontology
MAG-340	GO:0005525	0	0	0	1	MAG2Ontology
MAG-340	GO:0006414	0	0	0	1	MAG2Ontology
MAG-340	GO:0009055	0	0	0	1	MAG2Ontology
MAG-340	GO:0030170	0	0	0	1	MAG2Ontology
MAG-340	K02358	0	0	0	1	MAG2Ontology
MAG-342	COG0202	0	0	0	1	MAG2Ontology
MAG-342	GO:0046983	0	0	0	1	MAG2Ontology
MAG-342	K03040	0	0	0	1	MAG2Ontology
MAG-343	COG0202	0	0	0	1	MAG2Ontology
MAG-343	GO:0046983	0	0	0	1	MAG2Ontology
MAG-343	K03040	0	0	0	1	MAG2Ontology
MAG-344	COG0050	0	0	0	1	MAG2Ontology
MAG-344	COG0202	0	0	0	1	MAG2Ontology
MAG-344	GO:0003746	0	0	0	1	MAG2Ontology
MAG-344	GO:0003924	0	0	0	1	MAG2Ontology
MAG-344	GO:0005525	0	0	0	1	MAG2Ontology
MAG-344	GO:0006414	0	0	0	1	MAG2Ontology
MAG-344	GO:0046983	0	0	0	1	MAG2Ontology
MAG-344	K02358	0	0	0	1	MAG2Ontology
MAG-344	K03040	0	0	0	1	MAG2Ontology
MAG-349	COG0050	0	0	0	1	MAG2Ontology
MAG-349	COG0202	0	0	0	1	MAG2Ontology
MAG-349	COG0459	0	0	0	1	MAG2Ontology
MAG-349	GO:0003746	0	0	0	1	MAG2Ontology
MAG-349	GO:0003924	0	0	0	1	MAG2Ontology
MAG-349	GO:0005525	0	0	0	1	MAG2Ontology
MAG-349	GO:0006414	0	0	0	1	MAG2Ontology
MAG-349	GO:0006457	0	0	0	1	MAG2Ontology
MAG-349	GO:0042026	0	0	0	1	MAG2Ontology
MAG-349	GO:0046983	0	0	0	1	MAG2Ontology
MAG-349	K02358	0	0	0	1	MAG2Ontology
MAG-349	K03040	0	0	0	1	MAG2Ontology
MAG-349	K04077	0	0	0	1	MAG2Ontology
MAG-350	COG0050	0	0	0	1	MAG2Ontology
MAG-350	GO:0003746	0	0	0	1	MAG2Ontology
MAG-350	GO:0003924	0	0	0	1	MAG2Ontology
MAG-350	GO:0005525	0	0	0	1	MAG2Ontology
MAG-350	GO:0006414	0	0	0	1	MAG2Ontology
MAG-350	K02358	0	0	0	1	MAG2Ontology
MAG-351	COG0050	0	0	0	1	MAG2Ontology
MAG-351	GO:0003746	0	0	0	1	MAG2Ontology
MAG-351	GO:0003924	0	0	0	1	MAG2Ontology
MAG-351	GO:0005525	0	0	0	1	MAG2Ontology
MAG-351	GO:0005840	0	0	0	2	MAG2Ontology
MAG-351	GO:0006414	0	0	0	1	MAG2Ontology
MAG-351	K02358	0	0	0	1	MAG2Ontology
MAG-352	COG0050	0	0	0	1	MAG2Ontology
MAG-352	GO:0003746	0	0	0	1	MAG2Ontology
MAG-352	GO:0003924	0	0	0	1	MAG2Ontology
MAG-352	GO:0005525	0	0	0	1	MAG2Ontology
MAG-352	GO:0005840	0	0	0	2	MAG2Ontology
MAG-352	GO:0006414	0	0	0	1	MAG2Ontology
MAG-352	K02358	0	0	0	1	MAG2Ontology
MAG-373	COG0050	0	0	0	1	MAG2Ontology
MAG-373	GO:0003746	0	0	0	1	MAG2Ontology
MAG-373	GO:0003924	0	0	0	1	MAG2Ontology
MAG-373	GO:0005525	0	0	0	1	MAG2Ontology
MAG-373	GO:0006414	0	0	0	1	MAG2Ontology
MAG-373	GO:0016639	0	0	0	1	MAG2Ontology
MAG-373	K02358	0	0	0	1	MAG2Ontology
MAG-378	GO:0009055	0	0	0	1	MAG2Ontology
MAG-379	GO:0009055	0	0	0	1	MAG2Ontology
MAG-390	COG0050	0	0	0	1	MAG2Ontology
MAG-390	GO:0003746	0	0	0	1	MAG2Ontology
MAG-390	GO:0003924	0	0	0	1	MAG2Ontology
MAG-390	GO:0005525	0	0	0	1	MAG2Ontology
MAG-390	GO:0006414	0	0	0	1	MAG2Ontology
MAG-390	K02358	0	0	0	1	MAG2Ontology
MAG-390	K03704	0	0	0	1	MAG2Ontology
MAG-98	GO:0048038	0	0	0	1	MAG2Ontology
MAG-98	GO:0051539	0	0	0	1	MAG2Ontology
