"SUID","EnrichmentMap::Colouring (Cd2CK_egg_go_ko)","EnrichmentMap::ES (Cd2CK_egg_go_ko)","EnrichmentMap::fdr_qvalue (Cd2CK_egg_go_ko)","EnrichmentMap::Formatted_name","EnrichmentMap::fwer_qvalue (Cd2CK_egg_go_ko)","EnrichmentMap::Genes","EnrichmentMap::GS_DESCR","EnrichmentMap::gs_size","EnrichmentMap::GS_Type","EnrichmentMap::Name","EnrichmentMap::NES (Cd2CK_egg_go_ko)","EnrichmentMap::pvalue (Cd2CK_egg_go_ko)","name","selected","shared name"
"3925","-0.9903","-0.4095","0.2188","COG2885
","1.0","RYY46900.1|WP_086099144.1|RYD98326.1|WP_088746618.1|KFB73305.1|EXI69642.1|SBT04079.1|KFB73466.1|SBT09970.1|SBT05161.1|ACV34416.1|EXI89540.1|EXI89542.1|EXI92924.1|KFB66372.1|KFB66374.1|KFB71000.1|KFB75399.1|KFB77838.1|ODT53893.1|OJV55971.1|WP_132570931.1|WP_128196787.1|PZQ81723.1|WP_016446824.1|WP_012807184.1|ABF52050.1|WP_108411044.1|EXI84398.1|WP_090317822.1|WP_056017536.1|WP_004252965.1|WP_117610020.1|PZO30252.1|KFB77167.1|WP_012206517.1|RIX44016.1|WP_056067606.1|WP_019919114.1|EKE09909.1|WP_026685518.1|BBB07588.1|WP_053419840.1|TEX47728.1|WP_058817801.1|WP_079435433.1|WP_088442703.1|WP_121580518.1|WP_088472545.1|SFH37731.1|PKP87007.1|WP_108177630.1|RTL03953.1|WP_076390919.1|WP_062357863.1|WP_011766315.1|TAH12050.1|WP_131111132.1|TAG09552.1|WP_056068534.1|WP_008062595.1|WP_028248820.1|WP_047195791.1|WP_066767450.1|PKO62809.1|GAM98908.1|WP_133364611.1|WP_013966642.1|WP_004303499.1|WP_066883411.1|WP_079434031.1|WP_110524092.1|WP_117609169.1|KFB78105.1|WP_013804605.1|WP_011288670.1|WP_083537952.1|GAP36101.1|WP_108426811.1|WP_088279731.1|WP_108626059.1|RTL03426.1|WP_067107252.1|WP_077148810.1|WP_062358357.1|RTL05835.1|OYU75542.1|TAJ39144.1|RTL18746.1|WP_119285296.1|RYY83471.1|WP_004963936.1|SFN13480.1|WP_087012496.1|KFB76312.1|WP_062354818.1|WP_012205765.1|WP_133612922.1|WP_113638305.1|WP_062357469.1|WP_106826496.1","chlorophyll binding","101","ENR","COG2885","-1.3982","0.0097","COG2885","false","COG2885"
"3926","-0.9818","-0.4505","0.2026","COG1028
","1.0","WP_055423698.1|WP_012204702.1|PZP35811.1|WP_014237572.1|WP_015436736.1|WP_027458166.1|RPJ44264.1|RTK98005.1|WP_004579485.1|GBE42232.1|RYF80491.1|WP_110016609.1|TEX48147.1|CDH47611.1|PZQ52337.1|WP_137098281.1|WP_034994456.1|WP_079436674.1|WP_124219361.1|WP_008121844.1|PKO83537.1|WP_105998743.1|WP_108893374.1|WP_024516532.1|EXI90689.1|WP_048670196.1|KFB74895.1|WP_062590256.1|SBT06690.1|WP_088382570.1|PKP68941.1|GCL61065.1|WP_112993160.1|WP_042822737.1|OYU49894.1|WP_129635243.1|WP_004259356.1|WP_004266007.1|WP_066879382.1|WP_069037386.1|PPR64223.1|OHC72288.1|OJX17264.1|WP_076092920.1|WP_079436675.1|WP_106747191.1|PKO37690.1|KFB77420.1|EXI80970.1|OJW50701.1|WP_107694191.1|OYW41808.1|PZQ24575.1|TAK80989.1|OQW98249.1|WP_117608680.1|ALL65941.1|OGB18647.1|WP_036246954.1","Short-chain dehydrogenase reductase Sdr","59","ENR","COG1028","-1.4184","0.0182","COG1028","false","COG1028"
"3927","-0.9947","-0.5284","0.1012","GO:0043546
","0.9455","TEX47097.1|WP_014235623.1|ODS71062.1|EXI81806.1|OGV72118.1|OIP07408.1|RTL04036.1|WP_096701767.1|PKO85107.1|WP_124220621.1|WP_054965449.1|WP_116533705.1|OJY87033.1|WP_117609637.1|WP_136350261.1|WP_090018893.1|WP_095195086.1|WP_114972116.1|WP_010463004.1|WP_012585584.1|STP13002.1|WP_015433959.1|WP_027457213.1|WP_028994809.1|WP_021249830.1|WP_026685578.1|WP_043820335.1|WP_027457638.1|ODS95854.1|WP_042414725.1|OJW48878.1|WP_079435464.1|WP_027456248.1|WP_093358733.1|WP_094267261.1|WP_096450825.1|RTL25836.1|WP_109040509.1|OFZ84184.1|WP_109119697.1|WP_121457220.1|WP_080518199.1|WP_056197883.1|RTL46920.1|WP_110400737.1|WP_068608689.1|WP_106556495.1|WP_055423062.1|WP_011827938.1|WP_094034161.1|EFF76666.1","molybdopterin cofactor binding","51","ENR","GO:0043546","-1.6127","0.0053","GO:0043546","false","GO:0043546"
"3928","0.9794","0.6367","0.1233","1MV0X
","0.9989","WP_084651312.1|WP_099742771.1|TAG79342.1|WP_082007526.1|WP_088484363.1|WP_004374157.1|RTL15944.1|WP_011286820.1|WP_127996013.1|WP_012585999.1|WP_027457926.1|WP_062352072.1|WP_066886332.1|TEX44246.1|OHC65946.1|WP_011483958.1|RTL36445.1|WP_013396539.1|AMO25608.1|OHC69318.1|WP_072598857.1","TonB-dependent siderophore receptor","21","ENR","1MV0X","1.5398","0.0206","1MV0X","false","1MV0X"
"3929","0.9909","0.6716","0.0905","2VH91
","0.8907","OFZ96113.1|WP_133680969.1|KFB68274.1|WP_109015333.1|WP_088812016.1|WP_035608057.1|OGA63255.1|OJX29812.1|WP_079433534.1|WP_004365214.1|BAN35084.1|WP_076094220.1|WP_094267892.1|OYV35612.1|PKO89627.1|WP_107491793.1|KNZ34458.1|RPH44985.1|WP_125244194.1|WP_124734110.1|WP_013522392.1|WP_133594294.1","Master enzyme that delivers sulfur to a number of partners involved in Fe-S cluster assembly, tRNA modification or cofactor biosynthesis. Catalyzes the removal of elemental sulfur atoms from cysteine to produce alanine. Functions as a sulfur delivery protein for Fe-S cluster synthesis onto IscU, an Fe-S scaffold assembly protein, as well as other S acceptor proteins","22","ENR","2VH91","1.6392","0.0091","2VH91","false","2VH91"
"3930","-0.9777","-0.5677","0.1314","2VH8R
","0.9956","KFB74895.1|SBT06690.1|WP_088382570.1|GCL61065.1|WP_112993160.1|WP_004259356.1|WP_004266007.1|WP_066879382.1|WP_069037386.1|OHC72288.1|OJX17264.1|WP_076092920.1|WP_079436675.1|PKO37690.1|TAK80989.1|WP_117608680.1|WP_014237572.1|WP_015436736.1|WP_027458166.1|RPJ44264.1|RYF80491.1|TEX48147.1|CDH47611.1|WP_079436674.1|WP_124219361.1|PKO83537.1|EXI90689.1","Belongs to the short-chain dehydrogenases reductases (SDR) family","27","ENR","2VH8R","-1.5277","0.0223","2VH8R","false","2VH8R"
"3931","0.9996","0.4208","0.1911","GO:0003924
","1.0","WP_013621710.1|WP_020204933.1|PTM19938.1|CUR08644.1|WP_094555909.1|WP_019946176.1|PZR39253.1|AEF90741.1|WP_104069336.1|WP_056069295.1|WP_115755556.1|WP_059423957.1|RIX46178.1|TAK17389.1|WP_107491773.1|RTL43619.1|RMM19594.1|RMG26781.1|WP_111293907.1|KFB77383.1|TAE17310.1|RTL33523.1|WP_119212345.1|WP_106875037.1|RMH65484.1|VHH18454.1|WP_054281656.1|ADO63651.1|WP_126831844.1|OJU73943.1|TET29113.1|WP_105040437.1|WP_026770526.1|WP_045726418.1|WP_006730011.1|WP_039131350.1|OYU41616.1|WP_116846679.1|RYY12747.1|WP_057297243.1|WP_126170335.1|WP_013614171.1|WP_021250893.1|PKO33963.1|WP_100053551.1|WP_110266925.1|TAL00290.1|WP_056342529.1|WP_114114452.1|OUX17918.1|AAQ62397.1|WP_124799605.1|ERH40858.1|AIT62738.1|RJT43053.1|KTC77939.1|WP_058531626.1|WP_133797155.1|WP_093281025.1|ODS73451.1|WP_078307178.1|PKO26120.1|WP_106748007.1|WP_014235482.1|WP_028485245.1|WP_067758259.1|OYU48682.1|WP_106825664.1|TAG83693.1|WP_061498192.1|WP_012695740.1|PJI37961.1|WP_136555888.1|PKM03356.1|WP_108427913.1|WP_004343146.1|WP_012202327.1|EKE18052.1|WP_018413323.1|WP_136959975.1|WP_016453856.1|WP_028770765.1|WP_076604510.1|CED79243.1|WP_049411422.1|PKO29730.1|WP_108949537.1|CTQ57173.1|WP_012806848.1|WP_053322368.1|KFB76769.1|PZQ20981.1|ODU57472.1|TEX49225.1|WP_070129492.1|OJX70055.1|OPH17454.1|WP_086919618.1|WP_091940317.1|WP_094002412.1|OYZ00001.1|PUE05831.1|WP_011463684.1|WP_107888850.1|OHC66784.1|AWW25111.1|KPK32466.1|WP_114959718.1|EKE18133.1|WP_115723606.1|OQW89224.1|WP_115934849.1|RTL27389.1|OYX25460.1|WP_027458045.1|WP_117380257.1|WP_121219054.1|WP_136385850.1|WP_132985273.1|AFV98459.1|WP_004332390.1|OZA30779.1|WP_006450618.1|WP_008494540.1|KXK00783.1|WP_048497737.1|OJW53493.1|RYE05967.1|TAK66595.1|WP_130997957.1|SP|P75022.1|EFTU_RHIRD|WP_005879073.1|PZF79076.1|WP_029312050.1|AGO28354.1|KKR79619.1|WP_076912688.1|WP_077239469.1|PCJ42754.1|WP_097087654.1|EQB64020.1|WP_122878230.1|GAK54310.1|PID72391.1|PKT86702.1|WP_122890902.1|PKN73642.1|WP_076891819.1|WP_109453369.1|GBE29179.1|TAN86363.1|WP_035511923.1|KML33318.1|EPR32470.1|WP_021275036.1|RZI44858.1|WP_028957231.1|WP_043949301.1|WP_069444877.1|OJY95462.1|AQT42897.1|WP_087349485.1|OYZ55106.1|PAU95980.1|OIP11335.1|TDI75867.1|WP_005483729.1|SFN58997.1|WP_056435539.1|PKN46003.1|PAW66547.1|WP_108780439.1|RWH43609.1|WP_016533924.1|WP_039438947.1|PID31983.1|KHL91192.1|WP_128096253.1|EGC61563.1|WP_004355307.1|WP_014235481.1|WP_019372615.1|WP_027456679.1|WP_027469922.1|WP_034743456.1|WP_079435682.1|WP_053281820.1|KPN72726.1|WP_062352460.1|WP_076091607.1|WP_084205124.1|WP_092280200.1|WP_093509984.1|OYW19306.1|WP_114588697.1|PWS22346.1|WP_100138630.1|PKO82755.1|WP_107865110.1|WP_108360503.1|PZP39388.1|RKZ91889.1|RTL29324.1|WP_135048775.1|KFB69210.1|KLT21213.1|WP_046486662.1|WP_066130768.1|ALD91789.1|WP_012204834.1|WP_027458243.1|RTL27828.1|WP_027669736.1|WP_109108376.1|WP_129384469.1|WP_114692163.1|KFB69207.1|OGI46044.1|WP_043946424.1|WP_079436387.1|WP_033073726.1|WP_012203405.1|RYY38320.1|KRP10551.1|KIF34349.1|WP_076501246.1","GTPase activity","226","ENR","GO:0003924","1.4611","4.0E-4","GO:0003924","false","GO:0003924"
"3932","-0.9981","-0.7989","0.0161","COG1392
","0.1253","EXI68620.1|EXI68623.1|WP_027459037.1|KFB75089.1|WP_012207147.1|KFB75091.1|EXI86345.1|KFB74231.1|EXI67961.1|RDE52272.1|KFB67540.1|KFB71158.1|EXI90708.1|KFB71918.1|WP_079434981.1|EXI85807.1","Protein of unknown function DUF47","16","ENR","COG1392","-1.9021","0.0019","COG1392","false","COG1392"
"3933","0.9985","0.5078","0.1039","K04077
","0.9766","WP_079686058.1|WP_102648302.1|WP_134195739.1|WP_124649802.1|WP_054124927.1|WP_105506304.1|KMV74149.1|WP_004180305.1|WP_013744694.1|PSR14241.1|WP_014074409.1|WP_026687922.1|WP_027473956.1|WP_054018941.1|ODU92658.1|PKO45489.1|WP_119290157.1|WP_120215497.1|RTL33178.1|WP_127089458.1|RYD42434.1|TIV76374.1|WP_137099209.1|WP_032112406.1|WP_034795833.1|WP_038603978.1|WP_057842829.1|OGI62592.1|OJY38051.1|OXS29522.1|WP_102246209.1|WP_127860425.1|TAJ32927.1|OFZ45950.1|PKO93389.1|WP_120048763.1|WP_127255656.1|TAK83852.1|WP_133494368.1|WP_014197822.1|WP_066134479.1|OPY01703.1|WP_112381317.1|WP_135211313.1|WP_013522138.1|WP_050526234.1|WP_008115203.1|OGW20020.1|WP_011236479.1|PHX90008.1|WP_011286192.1|WP_014960846.1|WP_012207458.1|RPF97242.1|WP_015434519.1|WP_027456623.1|WP_038304811.1|WP_056109950.1|WP_062352942.1|WP_067170571.1|OGA06426.1|OGA25275.1|WP_079434226.1|OQW42457.1|WP_014203122.1|OQW82332.1|PKO36077.1|PLX71094.1|WP_056240040.1|WP_121583815.1|WP_131279024.1|WP_133857735.1|TEX44287.1|WP_135177995.1|WP_046297296.1|PYS82967.1|WP_114364533.1|KFB66796.1|RDE50699.1|OLC80180.1|PYS86129.1|OGA07404.1|WP_116499074.1|KPK18212.1|RQV97328.1|ARU40517.1|RYG34809.1|KIF30374.1","groEL, HSPD1; chaperonin GroEL","88","ENR","K04077","1.5913","0.0015","K04077","false","K04077"
"3934","-0.9998","-0.7775","0.0157","GO:0052935
","0.0477","RIX45053.1|WP_119783747.1|RTL35821.1|WP_002923543.1|WP_008060415.1|WP_018411050.1|WP_119770394.1|WP_009553533.1|WP_011766701.1|WP_019918667.1|RTK98152.1|WP_056242747.1|WP_027457891.1|WP_066336621.1|WP_079433304.1|WP_088177840.1|TEX44200.1|WP_054020873.1|WP_110399427.1|WP_066882668.1|PKO86510.1","ethanol:cytochrome c oxidoreductase activity","21","ENR","GO:0052935","-1.9685","2.0E-4","GO:0052935","false","GO:0052935"
"3935","0.9446","0.5549","0.2189","K03704
","1.0","WP_014235134.1|WP_055942196.1|OHE90145.1|PKO87047.1|WP_055944114.1|WP_068460571.1|ODU90184.1|WP_079433360.1|WP_106748984.1|PTM51798.1|WP_008546915.1|OJV56376.1|WP_092499016.1|WP_012568467.1|RIX40709.1|WP_126541032.1|WP_062012428.1|WP_108178230.1|WP_112144317.1|WP_017483959.1|WP_027310289.1|RTL61566.1|WP_018898356.1|WP_106747540.1|AAZ47823.1|WP_011238349.1","cspA; cold shock protein","26","ENR","K03704","1.4034","0.0554","K03704","false","K03704"
"3936","-0.9899","-0.5168","0.1296","K01647
","0.9945","WP_013215864.1|WP_055037836.1|WP_075187930.1|WP_007866641.1|WP_011158456.1|WP_068082899.1|TAK91950.1|WP_004651294.1|WP_108176835.1|OGP09261.1|WP_004361350.1|WP_011239598.1|WP_011288588.1|WP_056876738.1|WP_012204342.1|WP_114401430.1|WP_015435441.1|WP_128198914.1|WP_028995009.1|OFZ97010.1|OHC70316.1|WP_090702123.1|PKO90014.1|WP_117609045.1|WP_121241506.1|WP_121457279.1|RTL37413.1|TAH41053.1|TEX44640.1|WP_084269874.1|EXI78438.1|EXI68690.1|WP_020891317.1|EXI79150.1|PZR33558.1|KFB68261.1|KFB77946.1|OJY14595.1|RZI70655.1|WP_042084243.1|KPK19984.1|OIP08438.1|PJI38023.1|WP_133314182.1","CS, gltA; citrate synthase [EC:2.3.3.1]","44","ENR","K01647","-1.5332","0.0101","K01647","false","K01647"
"3937","0.9995","0.5897","0.052","GO:0019843
","0.4914","RZI44886.1|WP_090319415.1|WP_056002693.1|WP_112748502.1|OYZ27150.1|ODU09307.1|WP_011298168.1|WP_050452462.1|WP_079432654.1|WP_011237979.1|RIX49066.1|OJV60297.1|PIV89193.1|OQW41827.1|EXI78141.1|WP_103919820.1|WP_020087362.1|OJV09993.1|PKO56059.1|TDJ24869.1|WP_012207028.1|PJF22872.1|WP_106747851.1|ESY63350.1|OYW54853.1|WP_079432671.1|WP_137100334.1|WP_012202977.1|TAH42711.1|WP_056880330.1|RYZ74454.1|PKO41603.1|WP_133590432.1|TAN12204.1|WP_028989802.1|WP_114966207.1|OQW79827.1|WP_076091671.1|RTL23085.1|OAI54434.1|KFB78306.1|EXI80313.1|WP_035933059.1|WP_037480914.1|WP_013804444.1|WP_096449278.1|RTL34219.1|WP_027456663.1|OFZ98106.1|WP_099407143.1|PKO26483.1|EXI90846.1|RIX49058.1|WP_004298446.1|KFB78314.1|WP_015437569.1|WP_106748024.1","rRNA binding","57","ENR","GO:0019843","1.731","5.0E-4","GO:0019843","false","GO:0019843"
"3938","0.9331","0.5979","0.2141","1MWUN
","1.0","WP_004908491.1|WP_012207751.1|WP_069039407.1|WP_012202656.1|WP_062032607.1|PZP65444.1|RTL02469.1|WP_094097276.1|WP_027457674.1|OGA96568.1|WP_119041637.1|RTL02468.1|RTL29481.1|WP_014235289.1|OJW52383.1|WP_083522852.1|WP_020163549.1|WP_046238786.1|RTL35205.1","Outer membrane protein (Porin)","19","ENR","1MWUN","1.4143","0.0669","1MWUN","false","1MWUN"
"3939","0.9959","0.6665","0.0727","GO:0019829
","0.7243","PZR31861.1|WP_013673482.1|WP_013803090.1|WP_136386246.1|OJX35469.1|WP_015878143.1|WP_083281205.1|RIX44646.1|WP_083293141.1|PZQ74733.1|WP_124961768.1|WP_005670933.1|WP_084652092.1|ETK39847.1|EYU06092.1|WP_084173694.1|WP_129572018.1|WP_102770819.1|WP_104801476.1|WP_088179356.1|PKO35889.1|WP_079436222.1|WP_084019513.1|WP_089056865.1|RYF24492.1|PWT95088.1","cation-transporting ATPase activity","26","ENR","GO:0019829","1.6829","0.0041","GO:0019829","false","GO:0019829"
"3940","0.9871","0.5639","0.1341","GO:0009089
","0.9994","ODT63135.1|WP_088737929.1|WP_095524506.1|WP_011766840.1|PKO35824.1|WP_109015358.1|EXI79355.1|KFB71765.1|WP_128113428.1|WP_079434418.1|CDH46786.1|WP_026688180.1|RTL35955.1|WP_027015887.1|KFB77205.1|WP_133609549.1|SCC94142.1|KFB78087.1|KFB72760.1|WP_027457833.1|WP_054622354.1|WP_011764830.1|WP_012207038.1|WP_012206888.1|WP_088179392.1|KXJ49292.1|WP_079433049.1|WP_012205450.1|WP_117291661.1|WP_028995446.1|WP_110524327.1|WP_134600093.1|WP_124946663.1|WP_066883726.1|WP_093381411.1|WP_011286701.1","lysine biosynthetic process via diaminopimelate","36","ENR","GO:0009089","1.5287","0.0129","GO:0009089","false","GO:0009089"
"3941","0.933","0.5185","0.2491","K01915
","1.0","ODV10150.1|RTL29411.1|WP_011289488.1|WP_089416706.1|RTL21828.1|WP_018409825.1|WP_012206801.1|OGT58397.1|WP_062356741.1|PPD29689.1|WP_062356736.1|WP_108623115.1|WP_105531610.1|WP_034832555.1|PCJ60361.1|WP_137101029.1|WP_011764472.1|WP_018150678.1|WP_036248493.1|WP_041096173.1|WP_041322195.1|OIP10589.1|WP_076095626.1|RTL40888.1|KRT70926.1|TAN74085.1|TEX46275.1|RIK93028.1|WP_091906234.1|WP_024901274.1|KFB75662.1","glnA, GLUL; glutamine synthetase [EC:6.3.1.2]","31","ENR","K01915","1.361","0.067","K01915","false","K01915"
"3942","-0.9977","-0.7989","0.0218","K07220
","0.2196","EXI68620.1|WP_027459037.1|KFB75089.1|WP_012207147.1|KFB75091.1|EXI86345.1|KFB74231.1|EXI67961.1|RDE52272.1|KFB67540.1|KFB71158.1|EXI90708.1|KFB71918.1|WP_079434981.1|EXI85807.1","K07220; uncharacterized protein","15","ENR","K07220","-1.8572","0.0023","K07220","false","K07220"
"3943","-1.0","-0.5422","0.023","COG2010
","0.247","BAD37171.1|CAI06598.1|BAD91427.1|ABP33218.1|AEA35309.1|AEJ89829.1|WP_004301737.1|EXI86426.1|EXI90076.1|GAO42683.1|AHZ56225.1|WP_027459187.1|KFB69436.1|AJO62862.1|AJO63014.1|BAR46710.1|BAR46711.1|WP_050417154.1|OHC61306.1|OHC64126.1|WP_076096509.1|WP_079435145.1|OQW84783.1|ARK19566.1|WP_086912295.1|ATG72135.1|PKO56461.1|WP_108977384.1|WP_061968293.1|WP_116534872.1|WP_119107391.1|RIX44719.1|TAK48549.1|TEX48909.1|WP_090070101.1|KFB77698.1|EXI89315.1|KFB74534.1|OJX50216.1|WP_027456424.1|WP_066884220.1|OJX20373.1|WP_101942277.1|RTL30765.1|WP_079433093.1|TEX48948.1|RME97841.1|RTL29810.1|WP_040040698.1|PKO46484.1|WP_079432800.1|PKO59819.1|WP_114350801.1|BAO02580.1|EXI85300.1|SBT08714.1|WP_056876288.1|WP_057674903.1|OGA45015.1|OIP10440.1|RMG33618.1|OYY34710.1|ACF98171.1|PKO33803.1|AEL12490.1|WP_135191511.1|RTL40498.1|WP_015768558.1|OQW34708.1|RTL37487.1|SLM45716.1|OAI45762.1|WP_090750480.1|TKB70247.1|OYT20704.1|CCA94869.1|EXI73901.1|AQF57581.1|ATG72145.1|WP_091399923.1|PKP86951.1|ATW64111.1|WP_114234547.1|WP_119964852.1|PZN50127.1|WP_133588295.1|ABI33598.1|WP_018151794.1|AJG01641.1|ATG85284.1|TDQ47100.1|WP_068491810.1|ODU56528.1|WP_137194094.1|BAH03064.1|WP_013029265.1|BAR46634.1|WP_108106829.1|WP_084721056.1","Cytochrome c","99","ENR","COG2010","-1.8457","0.0","COG2010","false","COG2010"
