protein	ontology
WP_028994187.1	K02886
WP_069039303.1	K02886
OAI54434.1	K02933
PKO26483.1	K02933
RTL34219.1	K02933
WP_013804444.1	K02933
WP_027456663.1	K02933
WP_035933059.1	K02933
WP_090319415.1	K02933
WP_096449278.1	K02933
WP_099407143.1	K02933
OJW50010.1	K02967
OQW81897.1	K02967
RTL31940.1	K02967
WP_012206747.1	K02967
WP_062354893.1	K02967
WP_121457190.1	K02967
PKO29577.1	K03040
PZN48639.1	K03040
PZR41209.1	K03040
WP_079432672.1	K03040
WP_090371808.1	K03040
WP_103168546.1	K03040
WP_120971754.1	K03040
WP_121240662.1	K03040
EXI89540.1	K03286
EXI89542.1	K03286
EXI92924.1	K03286
KFB66372.1	K03286
KFB66374.1	K03286
KFB75399.1	K03286
WP_004252965.1	K03286
WP_004303499.1	K03286
WP_004963936.1	K03286
WP_019919114.1	K03286
WP_026685518.1	K03286
WP_053419840.1	K03286
WP_087012496.1	K03286
WP_110524092.1	K03286
WP_128196787.1	K03286
EXI67162.1	K03406
KFB67348.1	K03406
KFB75295.1	K03406
KFB75506.1	K03406
RTL32463.1	K03406
WP_011286327.1	K03406
WP_057687147.1	K03406
WP_066884201.1	K03406
WP_079436695.1	K03406
ABF52527.1	K03561
KXK27170.1	K03561
OJV55238.1	K03561
PZN51362.1	K03561
PZQ27409.1	K03561
RTL38629.1	K03561
WP_011286880.1	K03561
AAZ47823.1	K03704
ODU90184.1	K03704
OHE90145.1	K03704
OJV56376.1	K03704
PTM51798.1	K03704
WP_008546915.1	K03704
WP_011238349.1	K03704
WP_055942196.1	K03704
WP_079433360.1	K03704
WP_106747540.1	K03704
WP_106748984.1	K03704
WP_112144317.1	K03704
OGA06426.1	K04077
OGA25275.1	K04077
OGW20020.1	K04077
PKO45489.1	K04077
PYS86129.1	K04077
RYD42434.1	K04077
WP_008115203.1	K04077
WP_012207458.1	K04077
WP_013744694.1	K04077
WP_014074409.1	K04077
WP_015434519.1	K04077
WP_027456623.1	K04077
WP_027473956.1	K04077
WP_034795833.1	K04077
WP_038304811.1	K04077
WP_062352942.1	K04077
WP_067170571.1	K04077
WP_079686058.1	K04077
WP_102246209.1	K04077
WP_102648302.1	K04077
WP_120048763.1	K04077
WP_121583815.1	K04077
WP_124649802.1	K04077
WP_127089458.1	K04077
WP_127255656.1	K04077
WP_133857735.1	K04077
WP_134195739.1	K04077
WP_137099209.1	K04077
KNZ34458.1	K04487
OFZ96113.1	K04487
OGA63255.1	K04487
PCI65220.1	K04487
PHQ58449.1	K04487
PKO89627.1	K04487
WP_005160809.1	K04487
WP_035608057.1	K04487
WP_079433534.1	K04487
WP_088812016.1	K04487
WP_094267892.1	K04487
WP_107491793.1	K04487
WP_119632423.1	K04487
WP_125244194.1	K04487
WP_133594294.1	K04487
RTL28259.1	K04564
WP_011288938.1	K04564
WP_038361093.1	K04564
WP_055936105.1	K04564
WP_092615691.1	K04564
WP_114804109.1	K04564
WP_129130376.1	K04564
OGU52319.1	K07180
OJW50879.1	K07180
PKO33943.1	K07180
RZI44785.1	K07180
WP_056875887.1	K07180
WP_079435047.1	K07180
WP_102041370.1	K07180
WP_135247737.1	K07180
EXI86345.1	K07220
EXI90708.1	K07220
KFB67540.1	K07220
KFB71158.1	K07220
KFB71918.1	K07220
KFB74231.1	K07220
KFB75089.1	K07220
KFB75091.1	K07220
RDE52272.1	K07220
KFB67271.1	K15725
OJW28870.1	K15725
OYY63427.1	K15725
PKO38843.1	K15725
RIX44650.1	K15725
WP_012203020.1	K15725
WP_012204759.1	K15725
WP_012806080.1	K15725
WP_046238507.1	K15725
WP_079434731.1	K15725
WP_079436202.1	K15725
WP_079436223.1	K15725
WP_084019512.1	K15725
WP_104801475.1	K15725
ODS89253.1	K15726
OJW81811.1	K15726
PKO27867.1	K15726
WP_003073764.1	K15726
WP_018506902.1	K15726
WP_046238505.1	K15726
WP_061955778.1	K15726
WP_079435910.1	K15726
WP_079436225.1	K15726
WP_109040872.1	K15726
WP_109041803.1	K15726
WP_117608317.1	K15726
PKO27901.1	K15727
PZO13723.1	K15727
WP_014236232.1	K15727
WP_027456350.1	K15727
WP_046238506.1	K15727
WP_052484436.1	K15727
WP_059400210.1	K15727
WP_066882430.1	K15727
WP_079436224.1	K15727
ACF98171.1	K15864
EXI73901.1	K15864
EXI86426.1	K15864
EXI90076.1	K15864
KFB69436.1	K15864
ODU56528.1	K15864
OGA45015.1	K15864
OHC61306.1	K15864
PKO56461.1	K15864
RMG33618.1	K15864
TAK48549.1	K15864
WP_004301737.1	K15864
WP_018151794.1	K15864
WP_050417154.1	K15864
WP_056876288.1	K15864
WP_057674903.1	K15864
WP_068491810.1	K15864
WP_076096509.1	K15864
WP_079435145.1	K15864
WP_086912295.1	K15864
WP_108977384.1	K15864
WP_119107391.1	K15864
WP_119964852.1	K15864
WP_133588295.1	K15864
OHC65946.1	K16090
RTL15944.1	K16090
RTL36445.1	K16090
WP_011286820.1	K16090
WP_011483958.1	K16090
WP_027457926.1	K16090
WP_062352072.1	K16090
WP_072598857.1	K16090
WP_088484363.1	K16090
